"timestamp","title","price","market","surface","location","remote_support","lighting","advertiser_type","description","no_of_rooms","form_of_property","url","is_for_sale","posting_id"
"2024-01-17","2 pokoje - PARKING W CENIE - Balkon - Malinka","489000","market,secondary","42","Gosławice, Opole, opolskie","null","null","private","Witam serdecznie,

posiadam na sprzedaż 2-pokojowe mieszkanie ok. 42m2 + ok. 5m2 balkon w budynku w pełni monitorowanym oraz w pełni ogrodzonym (płotem, a nie szlabanem). Blok budowany z cegły ceramicznej, a nie wielkiej płyty. Ogrzewanie miejskie, budynek ocieplony.

Co istotne, do mieszkania przynależy miejsce parkingowe zewnętrzne, ale pod zadaszeniem - dzięki czemu w trakcie obfitych śniegów (jakie obecnie nastały) nie trzeba odśnieżać auta przed każdym wyjazdem. Miejsce to jest bardzo szerokie, mogące pomieścić prócz samochodu jeszcze skuter lub motor.

Mieszkanie jest świeżo po remoncie, składa się z przedpokoju, łazienki, sypialni oraz salonu z aneksem kuchennym.

W przedpokoju znajduje się dwudrzwiowa szafa w zabudowie, jak i w sypialni wolnostojąca, pozwalające zmieścić naprawdę sporo rzeczy.
W salonie z aneksem kuchennym dzięki sporej ilości szafek w strefie kuchennej, również znajdziemy sporo przestrzeni do przechowywania rzeczy. Dodatkowo w salonie znajdują się nowe meble: kanapa, szafka RTV, stolik kawowy oraz krzesła. 
Kuchnia w pełni wyposażona - zmywarka, płyta indukcyjna, lodówka, piekarnik oraz mikrofala. W przypadku łazienki znajdziemy tam również nowe meble, a także pralkę. 

Mieszkanie bardzo słoneczne dzięki sporym oknom, które nadają wnętrzu ponadczasowego charakteru. Mieszkanie posiada dwustronne nasłonecznienie - okna wychodzą na wschód i południe. Ponadto, balkon posiada dwa osobne wejścia. 

Lokalizacja mieszkania nie mogła być lepsza (malinka, kolonia gosławicka). Znajduje się w bardzo rozchwytywanej i prężnie rozwijającej się dzielnicy, z której dojdziemy pieszo w zaledwie kilka minut do wielu miejsc. Dla przykładu:



Tężnia solankowa - 4 min


Paczkomat - 3 min


Dino - 3 min


Siłownia - 4 min


Żabka - 5 min


Biedronka - 8 min 


Przystanek autobusowy - 4 min



Mieszkanie nie było remontowane pod sprzedaż, tylko pod nas samych - niestety z powodu przeprowadzki, musimy je sprzedać. Wszystkie sprzęty oraz meble zostają w mieszkaniu, także osoba, która je kupi może się tylko wprowadzić, mieszkać i cieszyć się nową przestrzenią. Mieszkanie bez dodatkowego wkładu, dostępne od zaraz.

W celu uzyskania więcej informacji lub umówienia na oględziny, proszę o kontakt telefoniczny. 
Sprzedaż bezpośrednia od właścicieli, bez pośredników (przy okazji, pośrednikom dziękujemy).
","2","pełna własność","https://www.otodom.pl/pl/oferta/2-pokoje-parking-w-cenie-balkon-malinka-ID4ocaO","true","4ocaO"
"2024-01-17","Parking | klucze na już | Park |0% prowizji","1388120","market,secondary","92.78","ul. Piekary, Centrum, Stare Miasto, Poznań, wielkopolskie","null","null","agency","Unikatowy apartament z widokiem. Bez prowizji, oszczędzasz aż 30 000 zł!Parking w hali garażowej - ROK ZA DARMO - oszczędzasz kolejne 5 400 zł.Wyjątkowa lokalizacja przy Starym Browarze od strony Parku Dąbrowskiego. Latem zielone, zimą uroczo. Kameralna uliczka Piekry 13b.LokalizacjaZamieszkaj w centrum wszystkiego, co najlepsze. Piekary Residence to synonim wygody i prestiżu, otoczony najlepszymi poznańskimi restauracjami, z których każda jest na wyciągnięcie ręki. Ciesz się wykwintnymi śniadaniami, wyśmienitymi obiadami, a wieczory umilaj sobie najlepszą pizzą w mieście.Rozrywka i niezbędne usługi, takie jak fryzjer, lekarz czy poczta, są tuż obok. A gdy najdzie Cię ochota na chwilę relaksu, wystarczy, że w przysłowiowych kapciach oddalisz się 70 metrów od kamienicy - tam czeka na Ciebie Park Dąbrowskiego.ApartamentLuksusowy apartament o powierzchni ponad 90 mkw. to jedyna taka nieruchomość w tym budynku. Stworzona specjalnie dla najbardziej wymagających osób, które chcą czuć przestrzeń, lecz jednocześnie pozostać w ścisłym centrum miasta.Metraż wizualnie wydaje się znacznie większy, dzięki 3-metrowej wysokości ścian. Wrażenie przestrzeni intensyfikują duże balkonowe okna, które doskonale doświetlają pomieszczenia.Apartament oddajemy Ci w stanie deweloperskim. Jego funkcjonalny rozkład i przestrzeń z pewnością zachwycą każdego projektanta wnętrz, który stworzy dla Ciebie projekt mieszkania marzeń.BudynekZachwycająca sztukateria i klatka schodowa z doświetleniami szklanymi to tylko początek. Grube ściany z cegły gwarantują naturalną klimatyzację oraz doskonałą izolację akustyczną. Kamienica przeszła gruntowną renowację, łącząc zabytkową architekturę z nowoczesnymi udogodnieniami, w tym szybkim internetem i windami.Dlaczego to dobry wybór?Inwestycja w apartament w Piekary Residence to pewność wzrostu wartości. Porównując z warszawskimi cenami, Poznań oferuje atrakcyjne warunki zakupu w zabytkowym budynku. To nie tylko komfortowe miejsce do życia, ale i bezpieczna inwestycja finansowa dla Ciebie i Twoich bliskich.Takie apartamenty jak ten bardzo rzadko trafiają na rynek. Raczej przekazywane są z pokolenia na pokolenie, gdyż przy zabytkowym statusie nieruchomości ich wartość nieustannie rośnie. Jeśli udało Ci się trafić na to ogłoszenie, gdy jest jeszcze dostępne, to znaczy, że masz szczęście. Wykorzystaj je, bo tej nieruchomości nie przewidujemy długiego żywota na otodom. Tak unikatowy apartament z pewnością szybko znajdzie właściciela. I kto wie, być może będziesz nim Ty. Jeśli odpowiednio szybko wykonasz pierwszy krok do jego zakupu.Skontaktuj się z naszym Opiekunem Klienta i podejmij działanie.Adrian Olczak - Opiekun Klientatel. 797 544 484","3","pełna własność","https://www.otodom.pl/pl/oferta/parking-klucze-na-juz-park-0-prowizji-ID4o9TG","true","4o9TG"
"2024-01-17","Kawalerka 22 M2 Centrum Świdnik","235000","market,secondary","22","Świdnik, świdnicki, lubelskie","null","null","agency","OFERTA TYLKO U NAS W BIURZE! - wyłącznośćZapraszam do zapoznanie się z ofertą sprzedaży mieszkania w centrum Świdnika.Mieszkanie położone na 3 piętrze niskiego bloku z 1970 r.Mieszkanie po generalnym remoncie sprzedawane z pełnym wyposażeniem!!!Mieszkanie z księgą wieczystą: Odrębna własnośćNa nieruchomość o powierzchni 22 m2 składają się:	pokój z kuchnią 18,20 m2	łazienka z wc 2,1 m2	przedpokój 1,7 m2Czynsz w wysokości ok. 240zł/1os. Do mieszkania przynależy piwnica o pow. 3 m2W pobliżu targ, szkoły, apteki, przystanek mpk.JEŻELI SZUKASZ FINANSOWANIA TEGO MIESZKANIA, WSPÓŁPRACUJĘ ZE SKUTECZNYM DORADCĄ KREDYTOWYM,USŁUGA KREDYTOWA JEST BEZPŁATNA.Zapraszam na prezentacje.Remigiusz Baran514807941 ::oferta eksportowana z programu mediaRent::","1","pełna własność","https://www.otodom.pl/pl/oferta/kawalerka-22-m2-centrum-swidnik-ID4o9cu","true","4o9cu"
"2024-01-17","Ostatnie 2 pokojowe mieszkanie - granica Poznania","329000","market,primary","36.63","Szczytniki, Kórnik, poznański, wielkopolskie","null","null","agency","ZAKUP OD DEWELOPERA, BEZ PODATKU PCC 2% ORAZ BEZ PROWIZJIKONTAKT DO BIURA SPRZEDAŻY: Mateusz Wachowiak 605 262 690, Nasz zespół doradców finansowych bezpłatnie przygotuje dedykowaną ofertę kredytowania zakupu nieruchomości, w oparciu o zasoby wszystkich wiodących banków na rynku.Prezentowane mieszkanie znajduje się na I piętrze kameralnego domu wielorodzinnego i składa się z 2 pokoi w tym salonu z aneksem kuchennym i balkonu,. Powierzchnia wynosi 36,63 m².Termin ukończenia budowy: 30.06.2024Mieszkanie znajduje się na nowo powstającym osiedlu pod Poznaniem.  Etap IV obejmuje budowę sześciu budynków mieszkalnych wielorodzinnych, w których łącznie znajdować się będzie 36 mieszkań, 12 hal garażowych (dwustanowiskowa każda) oraz 18 lokali handlowo-usługowych.NAJWAZNIEJSZCZE CECHY INWESTYCJI:- Wysoki standard przy atrakcyjnej cenie- Dobry dojazd do Poznania- Urokliwe lasy i tereny zielone, a tym samym liczne trasy rowerowe i ścieżki spacerowe- Strefa sportowa:  mieszkańcy będą mieli do swojej dyspozycji specjalną strefę, gdzie powstanie nowoczesne boisko wielofunkcyjne. Piłka nożna w połączeniu z tenisem, piłką ręczną, koszykówką oraz pozostałymi dziedzinami sportu Poza boiskiem, powstanie także siłownia plenerowa (park street workout) pełna nowoczesnego sprzętu.- Dla dzieci w różnym wieku, przygotowany zostanie ogrodzony, bezpieczny i atestowany plac zabaw. Będzie to niepowtarzalne centrum małego mieszkańca, sprzyjające integracji i wspólnej zabawie wszystkich dzieci mieszkających na terenie osiedla. Nie zabraknie piaskownicy, huśtawek, zjeżdżalni czy ścianki wspinaczkowej. Będą oczywiście też inne, najnowocześniejsze atrakcje i urządzenia. Usytuowanie placu, z zachowaniem odpowiednich odległości od dróg i budynków mieszkalnych będzie gwarantowało, że dzieci będą mogły czuć się swobodnie, a rodzice ze spokojem przyglądać się uciechom podopiecznych.- Strefa zieleni została tak zaprojektowana, aby stanowić atrakcyjną scenerie miejsca wypoczynku, pozwalającą jednocześnie na relaks i nawiązywanie kontaktów z innymi mieszkańcami. W przygotowanym miejscu mogą odbywać się rodzinne pikniki, spotkania czy małe eventy. To będzie także miejsce na jogę, stretching czy inne ćwiczenia sprzyjające lepszemu samopoczuciu. Liczne ławki to zachęta na popołudnie z książką w otoczeniu zieleni.- Strefa komercyjna: Na terenie osiedla powstanie aż 27 takich lokali. Większość podstawowych potrzeb czy zakupów będzie możliwa do realizacji na miejscu, bez potrzeby wyjeżdżania z osiedla. W strefie pojawią się restauracja, kawiarnia, sklep spożywczy, usługi i gabinety specjalistyczne oraz wiele, wiele innych.- Przedszkole: Na osiedlu będzie funkcjonować nowoczesne przedszkole wraz ze żłobkiem. Działalność takiej placówki dydaktycznej tuż pod domem to oczywiście niepodważalny komfort i wygoda oraz bezpieczeństwo naszych pociech.  Przedszkole na terenie osiedla to jedno z najważniejszych udogodnień. Mieszkańcy, rodzice, nie będą musieli mierzyć się z pojawiającym się nagminnie problemem braku miejsc w przedszkolach publicznych, a dodatkowo zaoszczędzą mnóstwo czasu.- Dodatkowe udogodnienia: Poza strefą sportu, zieleni i placem zabaw pojawią się także inne, liczne usprawnienia, tak by pod ręką było to wszystko co jest potrzebne do komfortowego życia.  Na dachach wszystkich budynków, niezależnie od typu, będą zamontowane panele fotowoltaiczne. Planowane jest również zainstalować na terenie osiedla stację ładowanie samochodów elektrycznych, ławki solarne oraz domki dla owadów. W trosce o bezpieczeństwo część dróg wewnętrznych będzie jednokierunkowa, a dodatkowo pojawią się progi zwalniające. Planowane jest także specjalne miejsce na paczkomat.Zapraszamy do kontaktu oraz na prezentację. W ofercie dostępne wszystkie mieszkania w inwestycji, również w kolejnych etapach.","2","pełna własność","https://www.otodom.pl/pl/oferta/ostatnie-2-pokojowe-mieszkanie-granica-poznania-ID4kiWM","true","4kiWM"
"2024-01-17","Już w sprzedaży IV etap ul. Leśna","436815","market,primary","51.39","ul. Leśna, Oleśnica, oleśnicki, dolnośląskie","null","null","agency","Inwestycja realizowana jest przy ul. Leśnej w Oleśnicy.
Apartamenty Leśna Polana realizuje firma JPS Development Sp. z o.o. Jest to przedsięwzięcie rodzinne. Tworząc dla Państwa miejsce do życia, pracy i odpoczynku, tworzymy je również dla siebie.
Szeroka gama możliwości oraz szereg mieszkań o zróżnicowanych powierzchniach i układach pomieszczeń – tutaj każdy znajdzie coś dla siebie!
Niewątpliwie największym atutem inwestycji jest jej lokalizacja – nieopodal starej ósemki obok Kauflandu, w miejscu otoczonym zielenią, z urzekającym widokiem na park- Natura 2000. W niedalekim sąsiedztwie znajdują się Stawy Oleśnickie i Kompleks Rekreacyjny Atol.
Wysoki standard wykonania, zastosowanie nowoczesnych technologii, dbałość o szczegóły to najważniejsze elementy tej inwestycji.
Zalety ""Apartamentów Leśna Polana"":
- duża liczba miejsc parkingowych- 85+2 dla osób niepełnosprawnych,
- winda,
- balkony i tarasy,
- automatyczne rolety zewnętrzne, podtynkowe w mieszkaniach na parterze,
- oszczędne i ekologiczne źródło ogrzewania – ogrzewanie miejskie,
- niskie koszty utrzymania,
TERMIN REALIZACJI - kwiecień 2024r.","3","pełna własność","https://www.otodom.pl/pl/oferta/juz-w-sprzedazy-iv-etap-ul-lesna-ID4mCnJ","true","4mCnJ"
"2024-01-17","Mieszkanie trzypokojowe z werandą i ogrodem!","420000","market,secondary","80.08","Śródmieście, Jelenia Góra, dolnośląskie","true","null","agency","                                     Mieszkanie trzypokojowe z werandą i ogrodem!  
Oferuję na sprzedaż ładne i duże mieszkanie, położone przy centrum miasta Jeleniej Góry, okolice Małej Poczty 

Lokal położony na wysokim parterze w kamienicy, z bezpośrednim wejściem do ogrodu.

Na powierzchnię mieszkania składają się nastepujace pomieszczenia:
salon, dwie sypialnie, kuchnia, łazienka z WC, dwie werandy, przedpokój.
Dodatkowo przyleży piwnica, wiata i ogródek.

Mieszkanie słoneczne i zadbane z możliwością zamieszkania od zaraz!

Lokal może być wykorzystany na mieszkanie lub na działalność biurową, ponieważ usytuowany jest w bardzo dobrej lokalizacj, dodatkowo  posiada dwa wejścia do mieszkania!
 
W pobliżu dostęp do przystanku autobusowego, sklepów, szkoły, terenów zielonych, 10 minut piechotą do centrum miasta.


  Świetna propozycja na działalność biurową !  

Serdecznie zapraszam na prezentację.::DODATKOWE INFORMACJE Kategoria oferty: mieszkania w kamienicyRodzaj budynku: kamienicaPiętro: wysoki parterGłośność: cicheWidok: na podwórkoGaz: tak - miejskiWoda: tak - miejskaDojazd: asfaltOtoczenie: kamieniceOgrzewanie: dwufunkcyjny piec gazowyNadaje się na biuro: TAKKomunikacja publ.: kolej, autobus miejskiWinda: NIERozkład: dwustronne rozkładoweUsytuowanie: szczytoweTeren ogrodzony: TAKOpłaty w czynszu: Opłata eksploatacyjna, Fundusz remontowyOpłaty wg liczników: Internet, Gaz, Prąd, Woda, CORodzaj mieszkania: jednopoziomowePiwnica [m2]: 38,3300Piwnica: TAKWystawa okien: Wsch, PdStan lokalu: Do wprowadzeniaOkna: PCVInstalacje: noweBalkon: brakTarasy: taras duzyLiczba tarasów: 1Powierzchnia ogródka [m2]: 1060Powierzchnia użytkowa [m2]: 80,0800Liczba pokoi: 3Wysokość pomieszczeń [m]: 3Ilość sypialni: 2Podłogi pokoi: paneleŚciany pokoi: farba emulsyjnaWystawa okien - pokoje : Wsch, PdTyp kuchni: oddzielnaRodzaj kuchni: z zabudową kuchennąPodłoga kuchni: terakotaWystawa okien - kuchnia: WschTyp łazienki: razem z wc, z oknemLiczba łazienek: 1Glazura łazienki: nowego typuWyposażenie łazienki: natryskŚciany łazienki: farba emulsyjna, glazuraWystawa okien - łazienka : WschLiczba przedpokoi: 1Podłoga przedpokoi: terakotaŚciany przedpokoi: farba emulsyjna
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Michał Stępień (licencja nr: 12484)
","3","pełna własność","https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-z-weranda-i-ogrodem-ID4nSQz","true","4nSQz"
"2024-01-17","✅ Nowe, już wybudowane, 3-pok. - w centrum Gliwic","445000","market,primary","59.38","ul. Mikołowska, Politechnika, Gliwice, śląskie","true","null","private","
Komfortowe, 3-pokojowe mieszkanie z ogródkiem, zlokalizowane w nowej inwestycji ""Apartamenty Mikołowska"" w samym sercu Gliwic.

Charakterystyka Mieszkania:

Powierzchnia mieszkania: 59,38 m2
Ogródek o powierzchni: 12,00 m2
Stan deweloperski


Powierzchnie poszczególnych pomieszczeń: 

Hol - 7,54 m2
Pokój z aneksem - 22,05 m2
Pokój - 14,51 m2
Pokój - 10,49 m2
Łazienka - 4,59 m2 


Dodatkowe Atuty:

Słoneczny salon i ogródek skierowany na południe
Budynek wyposażony w windę 
Przestronne podwójne ""rodzinne"" miejsce postojowe w cenie 55 000 zł
Dwie komórki lokatorskie o łącznej powierzchni 9,34 m2, tuż obok miejsc parkingowych w cenie 41 850 zł 
Gotowy projekt wykończenia przygotowany przy współpracy z architektem 


Lokalizacja:

Samo centrum Gliwic, zaledwie 500 m od Rynku
Blisko wszelkich udogodnień i punktów usługowych
Dogodny dostęp do komunikacji publicznej i głównych arterii miasta


W razie jakichkolwiek pytań, zachęcam do kontaktu : 507 988 963","3","pełna własność","https://www.otodom.pl/pl/oferta/nowe-juz-wybudowane-3-pok-w-centrum-gliwic-ID4o21t","true","4o21t"
"2024-01-17","mieszkanie na Ursynowie, z ogrodem 110 metrów!","712080","market,secondary","55.2","ul. Albatrosów, Stary Imielin, Ursynów, Warszawa, mazowieckie","null","null","agency","Obejrzyj krótki film video!Nie zwlekaj, nie daj się uprzedzić innym. Na sprzedaż dwupokojowe, pełne słońca mieszkanie na warszawskim Ursynowie - ulica Albatrosów 3, róg Mysikrólika, tuż obok Puławskiej. Nowe budownictwo - niski budynek, niewiele mieszkań, trzy klatki schodowe. Mieszkanie typu studio - otwarta przestrzeń dzienna z aneksem kuchennym i przedpokojem z dwiema praktycznymi szafami, sypialnia w amfiladzie.Duże okna w kierunku południowym zapewniają duże nasłonecznienie.Kuchnia w zabudowie z wyspą pozwala na wygodne przygotowanie posiłków.Obok kuchni wejście do niewielkiej łazienki z prysznicem.Z drugiej strony pokoju dziennego przejście do zaskakująco dużej sypialni z garderobą, z sypialni wyjście drzwiami balkonowymi (kierunek - południe) na ogromny taras/ogród na dachu wiaty garażowej, pozwalający na wypoczynek w bliskim kontakcie z naturą. Można zamieszkać bez większych nakładów. Odległość od centrum Warszawy - 8 km, od lotniska Okęcie - ok. 4 km, od wyjazdu na autostradę ok. 1.5 km, od najbliższego wejścia do Lasu Kabackiego - niecały kilometr.  Do mieszkania przynależy miejsce postojowe w garażu, płatne osobno, cena 30 000 zł - zakup łączny.Zapraszamy - lokal dostępny od ręki.  ","2","pełna własność","https://www.otodom.pl/pl/oferta/mieszkanie-na-ursynowie-z-ogrodem-110-metrow-ID4lAau","true","4lAau"
"2024-01-17","Przyjaźni!3 pokoje!niski blok!","489000","market,secondary","51","os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie","true","null","agency","Na sprzedaż mieszkanie do wykończenia w zadbanym ocieplonym bloku w Poznaniu na osiedlu Przyjaźni - niski blok!.
Bliskość centrum miasta czyni tą lokalizacją atrakcyjną. Mieszkanie świetnie nadaje się do zamieszkania przez rodzinę z dzieckiem lub na wynajem dla studentów ze względu na bliskość poznańskich uczelni Uniwersytet Rolniczy
*szybki dojazd do centrum Poznania: 10 minut tramwajem PESTKA
*przedszkole i żłobek oraz szkoła podstawowa na osiedlu
*market - 5 minut
*przystanek MPK - 3 minuty pieszo
Mieszkanie ma powierzchnię 48 m2 i  składa się z 3 pokoi, o powierzchni 15m2, 14,4m2, 6,9m2, korytarza 3,6m2, oddzielnej kuchni o pow. 7,1m2 i łazienki 2,6m2.
Dodatkowo do mieszkania przynależy piwnica o pow: 3,4m2
Parking na terenie osiedla lub w pobliży parkingi strzeżone

Cena: 489 000 zł

Zapraszam na prezentację
Republika Nieruchomości
Maciej:  722 046 765
","3","pełna własność","https://www.otodom.pl/pl/oferta/przyjazni-3-pokoje-niski-blok-ID4o1W9","true","4o1W9"
"2024-01-17","Foresta Marcelin 3-pokojowe NOWA INWESTYCJA","701057","market,primary","64.27","ul. Mariana Smoluchowskiego, Junikowo, Grunwald, Poznań, wielkopolskie","true","null","agency","Chcesz skorzystać z kredytu 2% - skontaktuj się z Biurem Sprzedaży.
Inwestycja realizowana jest przez dewelopera PEKABUD-MORASKO INWESTYCJE SP. Z O.O. przy ul. Smoluchowskiego 15.
Kameralny budynek z trzema klatkami i tylko 91 mieszkaniami. Na inwestycji przewidziane są dwie hale garażowe z niezależnymi miejscami postojowymi, rowerowania oraz komórki lokatorskie.
Przed budynkiem znajdować się będą zewnętrzne miejsca postojowe. Budynek został zaprojektowany z zielonym patio dla mieszkańców. Wszystkie mieszkania posiadają duże balkony. Standard inwestycji będzie zbliżony do zakończonej już Inwestycji dewelopera Naramowicka 106. Obiekt będzie monitorowany, zostanie zainstalowana fotowoltaika na potrzeby Wspólnoty Mieszkaniowej.
Inwestycja jest zaawansowana w 40%.
Przewidywany termin odbioru II kw. 2025r.

Prezentowany lokal 15 m14 ma powierzchnię 64,27m2 - 701 057,16zł
1.     Hall – 13,54 m2
2.     Pokój z aneksem – 21,91 m2
3.     Pokój – 15,69 m2
4.     Pokój – 8,56 m2
5.     Łazienka – 4,57m2
6.     Balkon – 8,64 m2
Miejsce postojowe w hali garażowej – 35.640 zł
Zapraszamy do kontaktu.
Biuro sprzedaży mieszkań tel. 509855888 pon-pt 9-17
 Poprzednie inwestycje Dewelopera:

Naramowicka106/106A
Wille Marysieńki ul. Mateckiego 21A-J
Florentyny Luboińskiej 3/3A/3B
Karpia25/25B
Batorego 55/53
","3","użytkowanie wieczyste / dzierżawa","https://www.otodom.pl/pl/oferta/foresta-marcelin-3-pokojowe-nowa-inwestycja-ID4o7Xq","true","4o7Xq"
"2024-01-17","Na sprzedaż 3 pokoje w bloku na parterze","239000","market,secondary","57.47","Morzyca, Dolice, stargardzki, zachodniopomorskie","true","null","agency","Wyłącznie u nas!Prezentuję Państwu ofertę sprzedaży mieszkania w miejscowości Morzyca ( Gmina Dolice ).To przestronne, słoneczne mieszkanie o powierzchni 57,47 m2 jest idealnym miejscem dla osób ceniących spokój. Powierzchnia: 57,47 m2Liczba pokoi: 3 (salon, pokój dzienny, sypialnia,)Piętro: parter/1Ekspozycja: Południowy zachód, zapewniająca dużą ilość światła przez cały dzień, mieszkanie dwustronne, rozkładowe.Stan techniczny: Mieszkanie do odświeżeniaOgrzewanie: Piec na węgiel i drewno ( istnieje możliwość zrobić ogrzewanie gazowe )Ciepła woda: Piec gazowy Wyposażenie: Widoczne na zdjęciachWinda: BrakCzynsz administracyjny: brakBudynek: ocieplony, zrobiona elewacja, dach po odświeżeniu.Klatka schodowa: zadbanaInstalacja elektryczna: miedzianaOkna: PCVGłośność: CichoForma własności: Odrębna własność lokaluWidok: na ulicę, na podwórko.Miejsce postojowe: Ogólnodostępne przed nieruchomościąAtuty: Cicha i spokojna okolica.Salon-4,21x3,92, Sypialnia-3,94x3,36, Pokój dzienny-4,12x1,62, Kuchnia-3,85x3,34, Łazienka z WC- 2,58x1,23, Korytarz-2,69x1,21.Na podłodze panele i terakota, ściany gładzone i malowaneNieruchomość składa się z:- Pokój dzienny - Sypialnia- Salon- Łazienka z WC- Kuchnia - Korytarz Rok budowy 1986ZALETY:Nieruchomość zlokalizowana jest w małej miejscowości z przystankiem autobusowym oraz przystankiem kolejowym PKP, W pobliżu boisko, plac zabaw, Nieopodal rzeka, park.4 km dalej w miejscowości Dolice znajduję się: biedronka, przychodnia zdrowia, bank, szkoły podstawowe, posterunek policji, OSP, fryzjer, oraz wiele innych licznych punktów sklepowych czy usługowych.

18 km do Stargardu
30 km do PyrzycZ własnością tego lokalu związany jest udział wynoszący 6,62% w częściach wspólnych budynku i prawie własności działek o łącznej powierzchni 6749 m2. ( 446,78 m2)
Do mieszkania przynależy piwnica, oraz wspólna kotłownia i strych.

Cena do negocjacjiWięcej informacji udzielę telefonicznieZapraszam na prezentację.Biuro nieruchomości pobiera wynagrodzenie","3","pełna własność","https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokoje-w-bloku-na-parterze-ID4n7i5","true","4n7i5"
"2024-01-17","Dwupokojowe mieszkanie przy Rondzie Onz","629000","market,secondary","39.5","al. Aleja Jana Pawła II, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie","null","null","agency","Mieszkanie w ścisłym centrum Warszawy o powierzchni 39,5 m2 w budynku z lat 70, posiadający 6 wind. Mieszkanie składa się z dwóch oddzielnych pokoi, oddzielnej kuchni oraz łazienki. W pełni umeblowane i wyposażone w niezbędny sprzęt AGD. Możliwość zamieszkania od razu.LokalizacjaLokal usytuowany przy ul. Alei Jana Pawła II 20, mieści się na 3 z 15 pięter. Centrum Warszawy - jeden przystanek od Dworca Centralnego, 2 minuty pieszo do Ronda ONZ i tym samym metra. W pobliżu liczne sklepy, drogerie, restauracje, szkoły, apteki, fitness itp.Szczegóły:Okna wychodzą na patio (stosunkowo cicho biorąc pod uwagę ścisłe Centrum) na stronę zachodnią. Balkon francuski.
Forma właśności: Spółdzielcze własnościowe z możliwością założenia KW
Firma zarządzająca budynkiem: Śródmiejska Spółdzielnia Mieszkaniowa
Czynsz administracyjny: 950złZapraszam na kontaktu i oglądania.Powyższa oferta nie stanowi oferty handlowej w rozumieniu art. 66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych. Informacje umieszczone w ofertach przekazywane są przez właścicieli nieruchomości i mogą ulegać zmianom. Staramy się, aby wszystkie oferty były jak najbardziej aktualne i odpowiadały stanowi rzeczywistemu.","2","spółdzielcze wł. prawo do lokalu","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-rondzie-onz-ID4oe4w","true","4oe4w"
"2024-01-17","Atrakcyjne dwa pokoje w nowym budownictwie","479000","market,secondary","56.3","Kośminek, Lublin, lubelskie","null","null","agency","Na sprzedaż oferuję Państwu mieszkanie zlokalizowane na Bronowicach.Mieszkanie jest usytuowane na drugim piętrze niskiego bloku wybudowanego w 2009 roku.Teren budynku jest ogrodzony i monitorowany. Bardzo kameralne osiedle z placem zabaw na dziedzińcu.Mieszkanie o powierzchni 56,30 m2 składa się z:-oddzielnej kuchni,-sypialni,-dużego salonu z wyjściem na balkon,-łazienki z toaletą,-przestronnego przedpokoju.Mieszkanie jest ustawne i przestronne o zachodniej ekspozycji. Dużym atutem nieruchomości jest brak sąsiadów za oknami :)Widok na ogródki działkowe. Mieszkanie sprzedawane z częściowym umeblowaniem.Niskie koszty utrzymania, czynsz dla wspólnoty wynosi 317 zł. Ogrzewanie oraz woda ciepła z pieca dwufunkcyjnego. Średni koszt miesięczny w okresie zimowym wynosi około 200 zł.Dla przyszłych właścicieli do wyłącznego użytku jest przypisane naziemne miejsce parkingowe już w cenie mieszkania!Komfortowa lokalizacja, dobrze skomunikowana z pozostałymi częściami miasta. W pobliżu przychodnia, szkoła podstawowa, sklep spożywczy i przystanki autobusowe. Zapraszam na prezentacje!Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","2","pełna własność","https://www.otodom.pl/pl/oferta/atrakcyjne-dwa-pokoje-w-nowym-budownictwie-ID4ooz2","true","4ooz2"
